epoch,train_loss,train_acc,val_loss,val_acc
0,14.642404492696127,0.5511111269394556,14.713887759617396,0.5142857304641179

1,11.284528827667236,0.660000017285347,13.855290821620397,0.5952381108488355

2,11.302472241719563,0.6600000182787578,11.780182021004814,0.6380952596664429

3,11.126472536722819,0.6488889048496882,12.691539355686732,0.6190476353679385

4,9.571817652384441,0.6866666843493779,14.511903354099818,0.6047619240624564

5,9.074165630340577,0.7333333492279053,11.697526114327568,0.6809523957116264

6,9.463141282399496,0.7155555705229442,11.220941407339913,0.642857164144516

7,8.890269819895426,0.7177777936061224,11.20019142968314,0.6952381091458457

8,8.334392579396566,0.7444444586833318,11.842770985194615,0.628571446452822

9,8.35071840286255,0.7288889040549597,9.752343927110944,0.7095238268375397

10,7.958005062739054,0.771111124753952,9.081880433218819,0.6809523957116264

11,8.361895910898845,0.7311111261447271,10.771494524819511,0.7142857313156128

12,7.434150854746501,0.7644444584846497,8.522806678499494,0.7095238268375397

13,6.940392939249675,0.7844444572925567,5.477920259748187,0.8095238208770752

14,6.567590951919556,0.7800000131130218,6.9271493298666815,0.7761904895305634

15,5.122698911031088,0.8400000095367431,8.736686434064593,0.6904762089252472

16,6.768199872970581,0.8066666781902313,14.68542378289359,0.6380952554089683

17,6.096494928995768,0.8222222328186035,7.113013199397495,0.7952381074428558

18,6.876740010579427,0.7977777898311615,6.903579030718122,0.8095238208770752

19,5.881593259175618,0.8111111223697662,6.87518971306937,0.800000011920929

20,6.186163210868836,0.7977777898311615,8.24821172441755,0.7476190626621246

21,5.6694408814112345,0.83333334227403,7.024762766701834,0.8190476298332214

22,5.151382788022359,0.8577777862548828,7.9239228112357,0.7714285850524902

23,4.992604740460714,0.8355555653572082,9.247794696262904,0.7857142984867096

24,4.709547972679138,0.86888889670372,5.34857041495187,0.8238095343112946

25,5.006631310780843,0.848888897895813,8.604682411466326,0.7809523940086365

26,4.9114256779352825,0.8622222304344177,5.909808806010655,0.8142857253551483

27,4.635671222209931,0.8466666758060455,4.050673757280622,0.8761904835700989

28,4.851586596171061,0.8666666746139526,6.514020919799805,0.800000011920929

29,4.1559217055638635,0.8800000071525573,9.288287503378731,0.800000011920929

30,3.837722110748291,0.8844444513320923,5.194954565593174,0.842857152223587

31,4.679001200199127,0.8466666758060455,7.51107965196882,0.7761904895305634

32,4.9723704099655155,0.8555555641651154,9.010562419891357,0.761904776096344

33,3.892124549547831,0.8866666734218598,7.541245256151472,0.8238095343112946

34,4.905168183644613,0.8555555641651154,6.849644098963056,0.7809523940086365

35,3.61757962902387,0.873333340883255,8.003458023071289,0.8095238208770752

36,4.338232024510702,0.8755555629730225,6.721000467027936,0.8047619163990021

37,3.0096638719240825,0.9066666722297668,8.383786252566747,0.8238095343112946

38,4.141318225860596,0.8800000071525573,3.761755653790065,0.8761904835700989

39,4.3191807746887205,0.873333340883255,8.90614094052996,0.8095238208770752

40,2.579466541608175,0.9244444489479064,10.090185914720808,0.7571428716182709

41,3.5692719221115112,0.8977777838706971,5.480460030691964,0.8714285790920258

42,3.489915065964063,0.8822222292423249,6.393104348863874,0.8285714387893677

43,3.371944826344649,0.8933333396911621,6.775838681629726,0.8142857253551483

44,3.358159462114175,0.900000003973643,11.863463606153216,0.7047619223594666

45,3.5423701398074625,0.9000000059604645,4.103940274034228,0.8285714387893677

46,3.118276952703794,0.9133333384990692,4.630381107330322,0.8476190567016602

47,2.78906144797802,0.9311111152172089,5.377936840057373,0.842857152223587

48,2.585210657119751,0.9200000047683716,8.559152126312256,0.7857142984867096

49,3.150217033425967,0.8977777838706971,8.394901752471924,0.8285714387893677

50,2.877207144101461,0.9177777826786041,6.019511342048645,0.8476190567016602

51,2.109333428243796,0.926666671037674,5.6213066918509345,0.8666666746139526

52,2.534833486874898,0.9311111152172089,5.798541648047311,0.7952381074428558

53,3.7266831417878468,0.8933333396911621,6.509335722242083,0.842857152223587

54,2.5750778555870055,0.9244444489479064,5.41031905582973,0.8619047701358795

55,2.040444481372833,0.9488888919353485,7.139076096670968,0.8476190567016602

56,1.8622532159090042,0.9444444477558136,4.9354673113141745,0.9047619104385376

57,2.0405089696248373,0.946666669845581,9.267765487943377,0.8047619163990021

58,2.956342790524165,0.9133333384990692,4.824999809265137,0.8857142925262451

59,2.2644664466381075,0.9288888931274414,6.675206593104771,0.8380952477455139

60,2.284994593759378,0.922222226858139,2.8739093712397983,0.8904761970043182

61,1.8948684826493263,0.9400000035762787,4.2095886298588345,0.8904761970043182

62,1.925762066245079,0.951111114025116,5.021801505770002,0.8904761970043182

63,2.3470412413279216,0.922222226858139,5.40034430367606,0.8190476298332214

64,2.0713623662789664,0.9355555593967437,11.557815074920654,0.7285714447498322

65,1.80080073873202,0.9488888919353485,6.934811983789716,0.7904762029647827

66,1.4608509252468744,0.9666666686534882,11.419796807425362,0.761904776096344

67,2.0716603140036267,0.9311111152172089,7.408296857561384,0.8190476298332214

68,1.7269689014802376,0.951111114025116,4.748507925442287,0.8285714387893677

69,1.3580938798685869,0.9600000023841858,10.80888557434082,0.761904776096344

70,2.1263395148018995,0.9311111152172089,3.391078301838466,0.8761904835700989

71,1.4700392266114553,0.9555555582046509,14.318538461412702,0.6428571598870414

72,2.049405671407779,0.946666669845581,10.97139024734497,0.7428571581840515

73,2.2187930226325987,0.9244444489479064,5.181521075112479,0.8285714387893677

74,1.5981303791205088,0.9555555582046509,9.032379354749407,0.7809523940086365

75,2.767392282187939,0.9200000047683716,6.449617794581822,0.8380952477455139

76,2.0809246391057967,0.9333333373069763,10.235205037253243,0.7761904895305634

77,1.2398900131384532,0.9666666686534882,4.446860654013498,0.9285714328289032

78,1.8142412894715865,0.951111114025116,11.29721896989005,0.7380952515772411

79,1.9758342791348695,0.9444444477558136,4.123530140944889,0.8571428656578064

80,1.7466558765619993,0.9533333361148835,13.249061856951032,0.6761904933622905

81,0.939011933406194,0.9733333349227905,12.058937208993095,0.7333333492279053

82,0.9862495455890894,0.9733333349227905,4.799292087554932,0.8666666746139526

83,2.2142994587620097,0.9333333373069763,10.522575991494316,0.7809523918798992

84,1.5347706799705823,0.9533333361148835,3.5581756830215454,0.9095238149166107

85,1.5608198806643485,0.951111114025116,8.3934919493539,0.800000011920929

86,1.5510186958437164,0.9533333361148835,8.698173931666783,0.8047619163990021

87,1.6138734533141057,0.9444444477558136,4.518866300582886,0.8523809611797333

88,1.1172433922688165,0.9600000023841858,7.47322940826416,0.842857152223587

89,1.2393294066190719,0.9666666686534882,11.418001992361885,0.7428571560553142

90,0.8712757382541895,0.9711111128330231,4.019445172377995,0.8952381014823914

91,0.9864343370000521,0.975555557012558,10.051848002842494,0.7809523940086365

92,0.8819047146166364,0.9711111128330231,3.6948939817292348,0.8952381014823914

93,0.7264181776593129,0.9777777791023254,3.6271141597202847,0.9047619104385376

94,0.59032977912575,0.9822222232818604,7.774760212217059,0.8238095343112946

95,1.2460701490441959,0.9644444465637207,6.192237309047154,0.8476190567016602

96,1.160803479080399,0.9733333349227905,6.449615819113595,0.8476190567016602

97,1.9286391707758108,0.9422222256660462,13.64319542476109,0.6952381134033203

98,1.2357759323591988,0.9555555582046509,4.318784696715219,0.880952388048172

99,0.8240933450559775,0.9733333349227905,3.701748856476375,0.9047619104385376

